#program n time_seconds max_memory_kbytes
colocations-hs      90000               13.80    1995680    
colocations-hs      90000               13.74    1995680    
colocations-hs      90000               13.74    1995696    
colocations-hs      90000               13.73    1995680    
colocations-hs      90000               13.72    1995680    
colocations-hs      90000               13.73    1995680    
colocations-hs      90000               13.70    1995696    
colocations-hs      90000               13.69    1995664    
colocations-hs      90000               13.79    1995664    
colocations-hs      90000               13.73    1995680    
colocations-hs      90000               13.79    1995680    
colocations-hs      90000               13.74    1995680    
colocations-hs      90000               13.72    1995680    
colocations-hs      90000               13.72    1995680    
colocations-hs      90000               13.77    1995680    
colocations-hs      90000               13.74    1995680    
colocations-hs      90000               13.77    1995664    
colocations-hs      90000               13.69    1995696    
colocations-hs      90000               13.75    1995680    
colocations-hs      90000               13.74    1995696    
colocations-hs      90000               13.72    1995680    
colocations-hs      90000               13.71    1995680    
colocations-hs      90000               13.71    1995696    
colocations-hs      90000               13.78    1995680    
colocations-hs      90000               13.76    1995680    
colocations-hs      90000               13.84    1995696    
colocations-hs      90000               13.81    1995680    
colocations-hs      90000               13.78    1995696    
colocations-hs      90000               13.81    1995680    
colocations-hs      100000              14.57    2101744    
colocations-hs      100000              14.58    2101744    
colocations-hs      100000              14.57    2101760    
colocations-hs      100000              14.55    2101744    
colocations-hs      100000              14.56    2101744    
colocations-hs      100000              14.54    2101760    
colocations-hs      100000              14.55    2101728    
colocations-hs      100000              14.56    2101760    
colocations-hs      100000              14.54    2101744    
colocations-hs      100000              14.48    2101760    
colocations-hs      100000              14.60    2101744    
colocations-hs      100000              14.55    2101760    
colocations-hs      100000              14.54    2101744    
colocations-hs      100000              14.60    2101744    
colocations-hs      100000              14.56    2101744    
colocations-hs      100000              14.55    2101744    
colocations-hs      100000              14.62    2101744    
colocations-hs      100000              14.56    2101744    
colocations-hs      100000              14.61    2101744    
colocations-hs      100000              14.54    2101744    
colocations-hs      100000              14.55    2101760    
colocations-hs      100000              14.65    2101760    
colocations-hs      100000              14.56    2101744    
colocations-hs      100000              14.55    2101760    
colocations-hs      100000              14.57    2101744    
colocations-hs      100000              14.57    2101728    
colocations-hs      100000              14.58    2101744    
colocations-hs      100000              14.53    2101744    
colocations-hs      100000              14.51    2101744    
colocations-hs      100000              14.46    2101744    
