Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       9/10          std::_Hashtable<std::string, std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::_Select1st<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_buckets(std::__detail::_Hash_node<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, false>**, unsigned long) [591]
-----------------------------------------------
                0.00    0.00     131/12270       void std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > >::emplace_back<std::vector<std::string, std::allocator<std::string> > >(std::vector<std::string, std::allocator<std::string> >&&) [144]
                0.00    0.00   12139/12270       void std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > >::_M_insert_aux<std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::vector<std::string, std::allocator<std::string> >*, std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > > >, std::vector<std::string, std::allocator<std::string> >&&) [146]
[229]    0.0    0.00    0.00   12270         void __gnu_cxx::new_allocator<std::vector<std::string, std::allocator<std::string> > >::construct<std::vector<std::string, std::allocator<std::string> > >(std::vector<std::string, std::allocator<std::string> >*, std::vector<std::string, std::allocator<std::string> >&&) [229]
                0.00    0.00   12270/37339       std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> >&&) [212]
                0.00    0.00   12270/61748       std::vector<std::string, std::allocator<std::string> >&& std::forward<std::vector<std::string, std::allocator<std::string> > >(std::remove_reference<std::vector<std::string, std::allocator<std::string> > >::type&) [362]
                0.00    0.00   12270/3663667     operator new(unsigned long, void*) [264]
-----------------------------------------------
                0.00    0.00   17559/17559       std::pair<std::__detail::_Hashtable_iterator<std::string, true, false>, bool> std::_Hashtable<std::string, std::string, std::allocator<std::string>, std::_Identity<std::string>, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, true, true>::_M_insert<std::string const&>(std::string const&, std::integral_constant<bool, true>) [178]
[230]    0.0    0.00    0.00   17559         std::_Hashtable<std::string, std::string, std::allocator<std::string>, std::_Identity<std::string>, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, true, true>::_M_find_node(std::__detail::_Hash_node<std::string, false>*, std::string const&, unsigned long) const [230]
                0.00    0.00    9438/9438        std::__detail::_Hash_code_base<std::string, std::string, std::_Identity<std::string>, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_compare(std::string const&, unsigned long, std::__detail::_Hash_node<std::string, false>*) const [231]
-----------------------------------------------
                0.00    0.00    9438/9438        std::_Hashtable<std::string, std::string, std::allocator<std::string>, std::_Identity<std::string>, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, true, true>::_M_find_node(std::__detail::_Hash_node<std::string, false>*, std::string const&, unsigned long) const [230]
[231]    0.0    0.00    0.00    9438         std::__detail::_Hash_code_base<std::string, std::string, std::_Identity<std::string>, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_compare(std::string const&, unsigned long, std::__detail::_Hash_node<std::string, false>*) const [231]
                0.00    0.00    9438/1104558     std::equal_to<std::string>::operator()(std::string const&, std::string const&) const [65]
                0.00    0.00    9438/9438        std::_Identity<std::string>::operator()(std::string&) const [482]
-----------------------------------------------
                0.00    0.00    5859/5859        decltype (({parm#1}.end)()) std::end<std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >(std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > >&) [234]
[232]    0.0    0.00    0.00    5859         std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::end() [232]
                0.00    0.00    5859/11718       std::__detail::_Hashtable_iterator<std::pair<std::string const, long>, false, false>::_Hashtable_iterator(std::__detail::_Hash_node<std::pair<std::string const, long>, false>**) [225]
-----------------------------------------------
                0.00    0.00    5859/5859        decltype (({parm#1}.begin)()) std::begin<std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >(std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > >&) [235]
[233]    0.0    0.00    0.00    5859         std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::begin() [233]
                0.00    0.00    5859/11718       std::__detail::_Hashtable_iterator<std::pair<std::string const, long>, false, false>::_Hashtable_iterator(std::__detail::_Hash_node<std::pair<std::string const, long>, false>**) [225]
-----------------------------------------------
                0.00    0.00    5859/5859        documentCounts(std::vector<std::string, std::allocator<std::string> >&, std::vector<CountPair, std::allocator<CountPair> >&) [2]
[234]    0.0    0.00    0.00    5859         decltype (({parm#1}.end)()) std::end<std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >(std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > >&) [234]
                0.00    0.00    5859/5859        std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::end() [232]
-----------------------------------------------
                0.00    0.00    5859/5859        documentCounts(std::vector<std::string, std::allocator<std::string> >&, std::vector<CountPair, std::allocator<CountPair> >&) [2]
[235]    0.0    0.00    0.00    5859         decltype (({parm#1}.begin)()) std::begin<std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >(std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > >&) [235]
                0.00    0.00    5859/5859        std::_Hashtable<std::string, std::pair<std::string const, long>, std::allocator<std::pair<std::string const, long> >, std::_Select1st<std::pair<std::string const, long> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::begin() [233]
-----------------------------------------------
                0.00    0.00    6557/6557        void std::vector<std::string, std::allocator<std::string> >::_M_assign_dispatch<std::__detail::_Hashtable_iterator<std::string, true, false> >(std::__detail::_Hashtable_iterator<std::string, true, false>, std::__detail::_Hashtable_iterator<std::string, true, false>, std::__false_type) [238]
[236]    0.0    0.00    0.00    6557         void std::vector<std::string, std::allocator<std::string> >::_M_assign_aux<std::__detail::_Hashtable_iterator<std::string, true, false> >(std::__detail::_Hashtable_iterator<std::string, true, false>, std::__detail::_Hashtable_iterator<std::string, true, false>, std::forward_iterator_tag) [236]
                0.00    0.00    6557/6557        std::vector<std::string, std::allocator<std::string> >::_M_erase_at_end(std::string*) [237]
                0.00    0.00    6557/6557        std::iterator_traits<std::__detail::_Hashtable_iterator<std::string, true, false> >::difference_type std::distance<std::__detail::_Hashtable_iterator<std::string, true, false> >(std::__detail::_Hashtable_iterator<std::string, true, false>, std::__detail::_Hashtable_iterator<std::string, true, false>) [526]
                0.00    0.00    6557/6557        std::vector<std::string, std::allocator<std::string> >::capacity() const [500]
                0.00    0.00    6557/219727      std::vector<std::string, std::allocator<std::string> >::size() const [321]
                0.00    0.00    6557/6557        std::string* std::copy<std::__detail::_Hashtable_iterator<std::string, true, false>, std::string*>(std::__detail::_Hashtable_iterator<std::string, true, false>, std::__detail::_Hashtable_iterator<std::string, true, false>, std::string*) [524]
-----------------------------------------------
                0.00    0.00    6557/6557        void std::vector<std::string, std::allocator<std::string> >::_M_assign_aux<std::__detail::_Hashtable_iterator<std::string, true, false> >(std::__detail::_Hashtable_iterator<std::string, true, false>, std::__detail::_Hashtable_iterator<std::string, true, false>, std::forward_iterator_tag) [236]
[237]    0.0    0.00    0.00    6557         std::vector<std::string, std::allocator<std::string> >::_M_erase_at_end(std::string*) [237]
                0.00    0.00    6557/271324      std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() [163]
                0.00    0.00    6557/132643      void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>&) [326]
-----------------------------------------------
                0.00    0.00    6557/6557        void std::vector<std::string, std::allocator<std::string> >::assign<std::__detail::_Hashtable_iterator<std::string, true, false> >(std::__detail::_Hashtable_iterator<std::string, true, false>, std::__detail::_Hashtable_iterator<std::string, true, false>) [239]
[238]    0.0    0.00    0.00    6557         void std::vector<std::string, std::allocator<std::string> >::_M_assign_dispatch<std::__detail::_Hashtable_iterator<std::string, true, false> >(std::__detail::_Hashtable_iterator<std::string, true, false>, std::__detail::_Hashtable_iterator<std::string, true, false>, std::__false_type) [238]
                0.00    0.00    6557/6557        void std::vector<std::string, std::allocator<std::string> >::_M_assign_aux<std::__detail::_Hashtable_iterator<std::string, true, false> >(std::__detail::_Hashtable_iterator<std::string, true, false>, std::__detail::_Hashtable_iterator<std::string, true, false>, std::forward_iterator_tag) [236]
-----------------------------------------------
                0.00    0.00    6557/6557        nub(std::vector<std::string, std::allocator<std::string> >&) [149]
[239]    0.0    0.00    0.00    6557         void std::vector<std::string, std::allocator<std::string> >::assign<std::__detail::_Hashtable_iterator<std::string, true, false> >(std::__detail::_Hashtable_iterator<std::string, true, false>, std::__detail::_Hashtable_iterator<std::string, true, false>) [239]
                0.00    0.00    6557/6557        void std::vector<std::string, std::allocator<std::string> >::_M_assign_dispatch<std::__detail::_Hashtable_iterator<std::string, true, false> >(std::__detail::_Hashtable_iterator<std::string, true, false>, std::__detail::_Hashtable_iterator<std::string, true, false>, std::__false_type) [238]
-----------------------------------------------
                0.00    0.00   17559/17559       std::pair<std::__detail::_Hashtable_iterator<std::string, true, false>, bool> std::_Hashtable<std::string, std::string, std::allocator<std::string>, std::_Identity<std::string>, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, true, true>::_M_insert<std::string const&>(std::string const&, std::integral_constant<bool, true>) [178]
[240]    0.0    0.00    0.00   17559         std::__detail::_Hash_code_base<std::string, std::string, std::_Identity<std::string>, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(std::string const&) const [240]
                0.00    0.00   17559/1502094     std::hash<std::string>::operator()(std::string const&) const [121]
-----------------------------------------------
                0.00    0.00   17559/17559       std::string* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string*>(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string*) [215]
[241]    0.0    0.00    0.00   17559         _ZSt10_ConstructISsIRSsEEvPT_DpOT0_ [241]
                0.00    0.00   17559/2108999     std::string& std::forward<std::string&>(std::remove_reference<std::string&>::type&) [120]
                0.00    0.00   17559/3663667     operator new(unsigned long, void*) [264]
-----------------------------------------------
                0.00    0.00    7403/7403        std::iterator_traits<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [243]
[242]    0.0    0.00    0.00    7403         std::iterator_traits<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::random_access_iterator_tag) [242]
                0.00    0.00    7403/43691       __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::difference_type __gnu_cxx::operator-<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [224]
-----------------------------------------------
                0.00    0.00     846/7403        void std::vector<std::string, std::allocator<std::string> >::_M_range_insert<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::forward_iterator_tag) [196]
                0.00    0.00    6557/7403        std::iterator_traits<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::difference_type std::__detail::__distance_fw<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::forward_iterator_tag) [245]
[243]    0.0    0.00    0.00    7403         std::iterator_traits<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [243]
                0.00    0.00    7403/7403        std::iterator_traits<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::random_access_iterator_tag) [242]
                0.00    0.00    7403/7403        std::iterator_traits<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [486]
-----------------------------------------------
                0.00    0.00    6557/6557        void std::_Hashtable<std::string, std::string, std::allocator<std::string>, std::_Identity<std::string>, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, true, true>::insert<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [154]
[244]    0.0    0.00    0.00    6557         std::iterator_traits<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::difference_type std::__detail::__distance_fw<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [244]
                0.00    0.00    6557/6557        std::iterator_traits<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::difference_type std::__detail::__distance_fw<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::forward_iterator_tag) [245]
-----------------------------------------------
                0.00    0.00    6557/6557        std::iterator_traits<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::difference_type std::__detail::__distance_fw<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [244]
[245]    0.0    0.00    0.00    6557         std::iterator_traits<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::difference_type std::__detail::__distance_fw<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::forward_iterator_tag) [245]
                0.00    0.00    6557/7403        std::iterator_traits<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [243]
-----------------------------------------------
                0.00    0.00   20000/20000       main [1]
[246]    0.0    0.00    0.00   20000         std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [246]
                0.00    0.00      16/16          void std::vector<std::string, std::allocator<std::string> >::_M_insert_aux<std::string const&>(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [247]
                0.00    0.00   19984/20000       __gnu_cxx::new_allocator<std::string>::construct(std::string*, std::string const&) [428]
                0.00    0.00      16/337895      std::vector<std::string, std::allocator<std::string> >::end() [316]
-----------------------------------------------
                0.00    0.00      16/16          std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [246]
[247]    0.0    0.00    0.00      16         void std::vector<std::string, std::allocator<std::string> >::_M_insert_aux<std::string const&>(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [247]
                0.00    0.00      32/74268       std::string* std::__uninitialized_move_a<std::string*, std::string*, std::allocator<std::string> >(std::string*, std::string*, std::string*, std::allocator<std::string>&) [111]
                0.00    0.00      16/63362       std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned long) [140]
                0.00    0.00      48/271324      std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() [163]
                0.00    0.00      16/43691       __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::difference_type __gnu_cxx::operator-<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [224]
                0.00    0.00      32/2380814     __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::base() const [119]
                0.00    0.00      16/37134       std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned long, char const*) const [379]
                0.00    0.00      16/324781      std::vector<std::string, std::allocator<std::string> >::begin() [317]
                0.00    0.00      16/466050      std::string const& std::forward<std::string const&>(std::remove_reference<std::string const&>::type&) [301]
                0.00    0.00      16/20000       __gnu_cxx::new_allocator<std::string>::construct(std::string*, std::string const&) [428]
                0.00    0.00      16/132643      void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>&) [326]
                0.00    0.00      16/126086      std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned long) [328]
-----------------------------------------------
                0.00    0.00       1/1           void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >) [15]
[248]    0.0    0.00    0.00       1         void std::__insertion_sort<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >) [248]
                0.00    0.00      13/355714      void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >) [19]
                0.00    0.00      16/711437      bool __gnu_cxx::operator!=<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > const&, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > const&) [71]
                0.00    0.00      15/8452165     CountPair::operator<(CountPair const&) const [9]
                0.00    0.00      15/5198802     __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >::operator++() [25]
                0.00    0.00      34/14075406     __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >::operator*() const [49]
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > std::move_backward<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >) [252]
                0.00    0.00       2/2502568     CountPair::CountPair(CountPair&&) [40]
                0.00    0.00       2/3822946     CountPair::operator=(CountPair&&) [57]
                0.00    0.00       2/3214002     CountPair::~CountPair() [83]
                0.00    0.00       1/1           bool __gnu_cxx::operator==<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > const&, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > const&) [258]
                0.00    0.00       4/6325514     std::remove_reference<CountPair&>::type&& std::move<CountPair&>(CountPair&) [263]
                0.00    0.00       3/82908       __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >::operator+(long const&) const [343]
-----------------------------------------------
                0.00    0.00       1/1           std::__unordered_map<std::string, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > >, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, false>::__unordered_map(unsigned long, std::hash<std::string> const&, std::equal_to<std::string> const&, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > > const&) [251]
[249]    0.0    0.00    0.00       1         std::_Hashtable<std::string, std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::_Select1st<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_Hashtable(unsigned long, std::hash<std::string> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<std::string> const&, std::_Select1st<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > > const&, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > > const&) [249]
                0.00    0.00       1/29994       std::__detail::_Prime_rehash_policy::_M_next_bkt(unsigned long) const [179]
                0.00    0.00       1/1           std::__detail::_Hash_code_base<std::string, std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, std::_Select1st<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_Hash_code_base(std::_Select1st<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > > const&, std::equal_to<std::string> const&, std::hash<std::string> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&) [620]
