Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [224] __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::difference_type __gnu_cxx::operator-<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [481] std::_Vector_base<std::pair<std::string, std::string>, std::allocator<std::pair<std::string, std::string> > >::_M_get_Tp_allocator() [217] std::string* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string*, std::string>(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string*, std::allocator<std::string>&)
 [563] __gnu_cxx::__normal_iterator<std::pair<std::string, std::string>*, std::vector<std::pair<std::string, std::string>, std::allocator<std::pair<std::string, std::string> > > >::difference_type __gnu_cxx::operator-<std::pair<std::string, std::string>*, std::vector<std::pair<std::string, std::string>, std::allocator<std::pair<std::string, std::string> > > >(__gnu_cxx::__normal_iterator<std::pair<std::string, std::string>*, std::vector<std::pair<std::string, std::string>, std::allocator<std::pair<std::string, std::string> > > > const&, __gnu_cxx::__normal_iterator<std::pair<std::string, std::string>*, std::vector<std::pair<std::string, std::string>, std::allocator<std::pair<std::string, std::string> > > > const&) [533] std::_Vector_base<std::pair<std::string, std::string>, std::allocator<std::pair<std::string, std::string> > >::_Vector_base() [38] CountPair* std::__uninitialized_copy_a<std::move_iterator<CountPair*>, CountPair*, CountPair>(std::move_iterator<CountPair*>, std::move_iterator<CountPair*>, CountPair*, std::allocator<CountPair>&)
 [423] __gnu_cxx::__normal_iterator<std::vector<std::string, std::allocator<std::string> >*, std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > > >::difference_type __gnu_cxx::operator-<std::vector<std::string, std::allocator<std::string> >*, std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > > >(__gnu_cxx::__normal_iterator<std::vector<std::string, std::allocator<std::string> >*, std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<std::string, std::allocator<std::string> >*, std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > > > const&) [534] std::_Vector_base<std::pair<std::string, std::string>, std::allocator<std::pair<std::string, std::string> > >::~_Vector_base() [152] std::string* std::__uninitialized_copy_a<std::move_iterator<std::string*>, std::string*, std::string>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*, std::allocator<std::string>&)
  [71] bool __gnu_cxx::operator!=<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > const&, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > const&) [404] std::_Vector_base<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > >::_M_allocate(unsigned long) [62] std::pair<std::string, std::string>* std::__uninitialized_copy_a<std::move_iterator<std::pair<std::string, std::string>*>, std::pair<std::string, std::string>*, std::pair<std::string, std::string> >(std::move_iterator<std::pair<std::string, std::string>*>, std::move_iterator<std::pair<std::string, std::string>*>, std::pair<std::string, std::string>*, std::allocator<std::pair<std::string, std::string> >&)
 [365] bool __gnu_cxx::operator!=<std::string const*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&) [471] std::_Vector_base<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > >::_Vector_impl::_Vector_impl() [221] std::vector<std::string, std::allocator<std::string> >* std::__uninitialized_copy_a<std::move_iterator<std::vector<std::string, std::allocator<std::string> >*>, std::vector<std::string, std::allocator<std::string> >*, std::vector<std::string, std::allocator<std::string> > >(std::move_iterator<std::vector<std::string, std::allocator<std::string> >*>, std::move_iterator<std::vector<std::string, std::allocator<std::string> >*>, std::vector<std::string, std::allocator<std::string> >*, std::allocator<std::vector<std::string, std::allocator<std::string> > >&)
 [355] bool __gnu_cxx::operator!=<char const*, std::string>(__gnu_cxx::__normal_iterator<char const*, std::string> const&, __gnu_cxx::__normal_iterator<char const*, std::string> const&) [472] std::_Vector_base<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > >::_Vector_impl::~_Vector_impl() [39] CountPair* std::__uninitialized_move_a<CountPair*, CountPair*, std::allocator<CountPair> >(CountPair*, CountPair*, CountPair*, std::allocator<CountPair>&)
  [59] bool __gnu_cxx::operator!=<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [368] std::_Vector_base<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > >::_M_deallocate(std::vector<std::string, std::allocator<std::string> >*, unsigned long) [111] std::string* std::__uninitialized_move_a<std::string*, std::string*, std::allocator<std::string> >(std::string*, std::string*, std::string*, std::allocator<std::string>&)
 [293] bool __gnu_cxx::operator!=<std::pair<std::string, std::string>*, std::vector<std::pair<std::string, std::string>, std::allocator<std::pair<std::string, std::string> > > >(__gnu_cxx::__normal_iterator<std::pair<std::string, std::string>*, std::vector<std::pair<std::string, std::string>, std::allocator<std::pair<std::string, std::string> > > > const&, __gnu_cxx::__normal_iterator<std::pair<std::string, std::string>*, std::vector<std::pair<std::string, std::string>, std::allocator<std::pair<std::string, std::string> > > > const&) [332] std::_Vector_base<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > >::_M_get_Tp_allocator() [63] std::pair<std::string, std::string>* std::__uninitialized_move_a<std::pair<std::string, std::string>*, std::pair<std::string, std::string>*, std::allocator<std::pair<std::string, std::string> > >(std::pair<std::string, std::string>*, std::pair<std::string, std::string>*, std::pair<std::string, std::string>*, std::allocator<std::pair<std::string, std::string> >&)
 [430] bool __gnu_cxx::operator!=<std::vector<std::string, std::allocator<std::string> >*, std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > > >(__gnu_cxx::__normal_iterator<std::vector<std::string, std::allocator<std::string> >*, std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<std::string, std::allocator<std::string> >*, std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > > > const&) [473] std::_Vector_base<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > >::_Vector_base() [222] std::vector<std::string, std::allocator<std::string> >* std::__uninitialized_move_a<std::vector<std::string, std::allocator<std::string> >*, std::vector<std::string, std::allocator<std::string> >*, std::allocator<std::vector<std::string, std::allocator<std::string> > > >(std::vector<std::string, std::allocator<std::string> >*, std::vector<std::string, std::allocator<std::string> >*, std::vector<std::string, std::allocator<std::string> >*, std::allocator<std::vector<std::string, std::allocator<std::string> > >&)
 [415] bool boost::algorithm::detail::is_classifiedF::operator()<char>(char) const [474] std::_Vector_base<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > >::~_Vector_base() [253] __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > std::__copy_move_backward_a2<true, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >)
   [9] CountPair::operator<(CountPair const&) const [568] std::move_iterator<CountPair*>::move_iterator(CountPair*) [19] void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >)
 [571] __gnu_cxx::new_allocator<CountPair>::max_size() const [296] std::move_iterator<CountPair*>::operator++() [521] void std::__uninitialized_default_n<std::vector<std::string, std::allocator<std::string> >*, unsigned long>(std::vector<std::string, std::allocator<std::string> >*, unsigned long)
 [441] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::string, false> >::max_size() const [165] std::move_iterator<std::string*>::move_iterator(std::string*) [16] void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >)
 [545] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, false> >::max_size() const [305] std::move_iterator<std::string*>::operator++() [6] __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > > >(__gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >, __gnu_cxx::__normal_iterator<CountPair*, std::vector<CountPair, std::allocator<CountPair> > >)
 [288] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, long>, false> >::max_size() const [488] std::move_iterator<std::pair<std::string, std::string>*>::move_iterator(std::pair<std::string, std::string>*) [522] void std::__uninitialized_default_n_a<std::vector<std::string, std::allocator<std::string> >*, unsigned long, std::vector<std::string, std::allocator<std::string> > >(std::vector<std::string, std::allocator<std::string> >*, unsigned long, std::allocator<std::vector<std::string, std::allocator<std::string> > >&)
 [493] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::string, false>*>::max_size() const [285] std::move_iterator<std::pair<std::string, std::string>*>::operator++() [621] decltype (({parm#1}.end)()) std::end<std::unordered_map<std::string, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > >, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > > > >(std::unordered_map<std::string, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > >, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > > > >&)
 [589] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >, false>*>::max_size() const [333] std::move_iterator<std::vector<std::string, std::allocator<std::string> >*>::move_iterator(std::vector<std::string, std::allocator<std::string> >*) [234] decltype (({parm#1}.end)()) std::end<std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > > >(std::unordered_map<std::string, long, std::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, long> > >&)
 [375] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, long>, false>*>::max_size() const [422] std::move_iterator<std::vector<std::string, std::allocator<std::string> >*>::operator++() [622] decltype (({parm#1}.end)()) std::end<std::vector<CountPair, std::allocator<CountPair> > >(std::vector<CountPair, std::allocator<CountPair> >&)
